# Router calibration split -- target ~25 images per domain.
#
# Used ONLY to fit the temperature. The ECE reported to users is measured on
# data/router_eval/, which this fit never sees. Same columns, same rules; the two
# sets must share no filenames.
filename,domain,source_url,license,sha256,notes
Exterieur_SCHEURVORMING__DETAIL_-_Den_Andel_-_20280414_-_RCE.jpg,building,"https://commons.wikimedia.org/wiki/File:Exterieur_SCHEURVORMING,_DETAIL_-_Den_Andel_-_20280414_-_RCE.jpg",CC BY-SA 4.0,94e14df060704ff01d45eb68903e552927663d150c1be4d317d39b12a71c0f68,sampled seed=20260311; author: A. J. van der Wal
Exterieur_SCHEURVORMING__DETAIL_-_Den_Andel_-_20280416_-_RCE.jpg,building,"https://commons.wikimedia.org/wiki/File:Exterieur_SCHEURVORMING,_DETAIL_-_Den_Andel_-_20280416_-_RCE.jpg",CC BY-SA 4.0,f44e92815216f67deb9493da837ab353fb050b1bedd449e450b653db81cd7b5a,sampled seed=20260311; author: A. J. van der Wal
Exterieur_TOREN__SCHEURVORMING__DETAIL_-_Den_Andel_-_20280398_-_RCE.jpg,building,"https://commons.wikimedia.org/wiki/File:Exterieur_TOREN,_SCHEURVORMING,_DETAIL_-_Den_Andel_-_20280398_-_RCE.jpg",CC BY-SA 4.0,900f4e5cf6772eb84e2fb1bec5a3dbd6eca2ef44b7cb6de41e68deb14fa1e6e5,sampled seed=20260311; author: A. J. van der Wal
0003_Casa_de_Santos_Dumont.JPG,other,https://commons.wikimedia.org/wiki/File:0003_Casa_de_Santos_Dumont.JPG,CC BY-SA 3.0,51949b06983b97295c2582103e3a6e32549eb0e5e5373c2734aa0ac461a5a183,"sampled seed=20260311; author: Eugenio Hansen, OFS"
2006_broken_laptop_computer_237398638.jpg,other,https://commons.wikimedia.org/wiki/File:2006_broken_laptop_computer_237398638.jpg,CC BY 2.0,8aa1d2142a5108f10ae930f7ac3ed08ee2b159d6396c39de73bcb330dcc0a34f,sampled seed=20260311; author: Bruce Turner from AustinTX
2010_computer_monitor_in_water_4815380583.jpg,other,https://commons.wikimedia.org/wiki/File:2010_computer_monitor_in_water_4815380583.jpg,CC BY 2.0,f320461a3c8e4d17849b81746bf0f34dad33e0d4f96997b02bfc2f537aef6264,"sampled seed=20260311; author: Remko van Dokkum from Amsterdam, The Netherlands"
20110410_Gent__0073_.jpg,other,https://commons.wikimedia.org/wiki/File:20110410_Gent_(0073).jpg,CC BY 3.0,e2851de70c3ea44602d35f6edc926c56afb9e6482434069c1d531894588c9fe1,sampled seed=20260311; author: Donar Reiskoffer
2011_imac_5360423681.jpg,other,https://commons.wikimedia.org/wiki/File:2011_imac_5360423681.jpg,CC BY-SA 2.0,d74d1b8a788b824b29103481399f40a5cccc37aaf2dcf48215cfbc766c6f56d3,"sampled seed=20260311; author: billsoPHOTO from Honolulu, USA"
2012-Museo_Giron_anagoria_10.JPG,other,https://commons.wikimedia.org/wiki/File:2012-Museo_Giron_anagoria_10.JPG,CC BY 3.0,8a3c193f7e11758605c837b18d8019de30e551298ca0a337115df6e1cfa76ee9,sampled seed=20260311; author: Anagoria
2016-01-25_Hausschuhe.jpg,other,https://commons.wikimedia.org/wiki/File:2016-01-25_Hausschuhe.jpg,CC BY-SA 4.0,95530e27bdfd83e95031cb90e707f0c3b4fe1388db78ea1a673b814cbf8a9c37,sampled seed=20260311; author: Meine Mutter (Erlaubnis liegt vor)
2016_ekaina_istripua_san_roke_donostia_02.jpg,other,https://commons.wikimedia.org/wiki/File:2016_ekaina_istripua_san_roke_donostia_02.jpg,CC BY-SA 4.0,c2cdac058e609beedbc98f01e7d4d19fc40733bbc2cb6971f62e99326de75a74,sampled seed=20260311; author: Joxemai
2016_zapata_puskatuak.JPG,other,https://commons.wikimedia.org/wiki/File:2016_zapata_puskatuak.JPG,CC BY-SA 4.0,d117e6c3bad16ad16e40522f0cf4a73a8adf3ee6af42418dbc4deaa0859bd3f9,sampled seed=20260311; author: Joxemai
7Feb06Low9thDebrisPileSpongebob.jpg,other,https://commons.wikimedia.org/wiki/File:7Feb06Low9thDebrisPileSpongebob.jpg,CC BY 3.0,57d0b113f06f622a4f9a21c15a69c9473a62d836d79761f80543ad2215de4725,sampled seed=20260311; author: Infrogmation
A_Bike_Sculpture_Fahrrad_-_Impression_-2015.jpg,other,https://commons.wikimedia.org/wiki/File:A_Bike_Sculpture_Fahrrad_-_Impression_-2015.jpg,CC BY-SA 4.0,a070ea2d3430da3f423408ab88b54d43f4326cf6943f6b050d8c74e672b16883,sampled seed=20260311; author: Lupus in Saxonia
A_nine-century-old_Koran_in_the_Mauritanian_library_of_Chinguetti.jpg,other,https://commons.wikimedia.org/wiki/File:A_nine-century-old_Koran_in_the_Mauritanian_library_of_Chinguetti.jpg,CC BY-SA 4.0,d721da6debe58958442c565b79309b4d613c6df7d2ee571dde0948e56b7b1ca2,sampled seed=20260311; author: Dr. Ondřej Havelka (cestovatel)
A_very_old_book_closeup.__51531779377_.jpg,other,https://commons.wikimedia.org/wiki/File:A_very_old_book_closeup._(51531779377).jpg,CC BY 2.0,62fb1dc7a90abe4a48edf5861a6dc7ef4dddbbf551eb173e7504bc63c83bd9e5,sampled seed=20260311; author: Nenad Stojkovic
Abandoned_Art_School_57__6343155564_.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_Art_School_57_(6343155564).jpg,CC BY 2.0,e5c81c4b9e3bb24c20bc9fffca66d2161ea19d693b3d9201b1d12b13a41c223c,"sampled seed=20260311; author: Tiffany Bailey from New Orleans, USA"
Abandoned_Art_School_59__6343158118_.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_Art_School_59_(6343158118).jpg,CC BY 2.0,acfe05243647a12a1186f2f470fb73d9b38818d4648aa55f650281831f6f52ab,"sampled seed=20260311; author: Tiffany Bailey from New Orleans, USA"
Abandoned_Bike_-_geograph.org.uk_-_217414.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_Bike_-_geograph.org.uk_-_217414.jpg,CC BY-SA 2.0,d10d4ee6595d2b6b40fe78012e0fec77cc6c09d49dd33f405c038b6261ee7eb4,sampled seed=20260311; author: Martin Addison
Abandoned__5099117057_.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_(5099117057).jpg,CC BY-SA 2.0,8276bc035a9cf15855d4c5b3776939ae94c21c9738ae54d98c314675905a9d00,"sampled seed=20260311; author: Matias Garabedian from Montreal, Canada"
Abandoned__5099124043_.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_(5099124043).jpg,CC BY-SA 2.0,260bcd1d9b1ec30cfb5bea21637ba3fd1f940d80cc7a487c8edbbcc01df98a35,"sampled seed=20260311; author: Matias Garabedian from Montreal, Canada"
Abandoned__5099708556_.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_(5099708556).jpg,CC BY-SA 2.0,c59bbf4e52f191489cddd2a5640984599b1327a85eb328ace2251aad5ca2cc8f,"sampled seed=20260311; author: Matias Garabedian from Montreal, Canada"
Abandoned__5099709906_.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_(5099709906).jpg,CC BY-SA 2.0,063303915adfe5c4a2b50a59f76353f5e8b061714ce64c3a07c91d4a061545ba,"sampled seed=20260311; author: Matias Garabedian from Montreal, Canada"
Abandoned__5099724388_.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_(5099724388).jpg,CC BY-SA 2.0,6056538704b4b353088fe454c1978909b0e6c4295e8e9a9bf1a8d5caca37ad2a,"sampled seed=20260311; author: Matias Garabedian from Montreal, Canada"
Abandoned_monitor_-_geograph.org.uk_-_550248.jpg,other,https://commons.wikimedia.org/wiki/File:Abandoned_monitor_-_geograph.org.uk_-_550248.jpg,CC BY-SA 2.0,d2d0d62e46c0660eef3603e7b8893ac3166bde18fc6cb832f02d8a9b9116e23f,sampled seed=20260311; author: Rob Burke
Accidentally_washed_guide_book.jpg,other,https://commons.wikimedia.org/wiki/File:Accidentally_washed_guide_book.jpg,CC BY 2.0,93dc261231b6770ac4b257ef56613e96cbcc7bc369702910337cf92c1334e563,sampled seed=20260311; author: veroyama
Acer_Extensa_5235_laptop-2891.jpg,other,https://commons.wikimedia.org/wiki/File:Acer_Extensa_5235_laptop-2891.jpg,CC BY-SA 4.0,82166f60dc1460da2d6e7972c0919a9b1fef651b7e7099afafa53beba4b3d913,sampled seed=20260311; author: Raimond Spekking
Adidas_used_001.jpg,other,https://commons.wikimedia.org/wiki/File:Adidas_used_001.jpg,CC BY-SA 4.0,5a8db90a0fbaba208ed8a395b1f69fc3ce185a2566041a59cb64fcfa142d4680,sampled seed=20260311; author: Joxemai
An-umbrella-no-ready-for-use.JPG,other,https://commons.wikimedia.org/wiki/File:An-umbrella-no-ready-for-use.JPG,CC BY-SA 3.0,c3fa1d72183aeb44e53b6769f94fb3a3aef02bf89b61590eaa210b556525c439,sampled seed=20260311; author: Acf
Asklipio059.JPG,other,https://commons.wikimedia.org/wiki/File:Asklipio059.JPG,CC BY-SA 3.0,46f942e0c7f82af7ce5187c56aa35fd5bc47508706fac19ddcb757cf56a0f3fb,sampled seed=20260311; author: User:Piotrus
Aspiratore_bagno_17.jpg,other,https://commons.wikimedia.org/wiki/File:Aspiratore_bagno_17.jpg,CC BY-SA 4.0,9264a3948d6d09b62276586bcad5d4cf50c197f336f38d982a974d0adfda3d77,sampled seed=20260311; author: Antonio Mette
Bad_weather_casualty__Omagh_-_geograph.org.uk_-_438130.jpg,other,"https://commons.wikimedia.org/wiki/File:Bad_weather_casualty,_Omagh_-_geograph.org.uk_-_438130.jpg",CC BY-SA 2.0,5c298750064a8b72fadbfe30db8e4e93e916298a28e4c1995d7c394d4cb45c23,sampled seed=20260311; author: Kenneth Allen
Barcelona_old_bike.jpg,other,https://commons.wikimedia.org/wiki/File:Barcelona_old_bike.jpg,CC BY-SA 3.0,3b609a6c730a12570532e976da420835683e6659319f3d226eed61c1845272e6,sampled seed=20260311; author: Olegych76
Datacluster Cracked Screen (11).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,ba0564355fe970e9e4fe6ba6c92b7860cf5f1a41ecc66c9b676488225a297714,sampled seed=20260311
Datacluster Cracked Screen (111).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,5e4ceebd822a3fc25bf102c0e825cf91064fed43071987ba786445dd11546103,sampled seed=20260311
Datacluster Cracked Screen (129).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,97e305688d4738f8a25f5645365c6adaacc3d2a42ae96927f3fc3190abaa35d1,sampled seed=20260311
Datacluster Cracked Screen (130).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,a4d6826c950730c76be000d67b5047e37774f3396d0e82848bab6f9165cd44d2,sampled seed=20260311
Datacluster Cracked Screen (142).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,156e374d54fbe42beb9b423bd1169bd536fc71545ad248fc4c37255491127540,sampled seed=20260311
Datacluster Cracked Screen (144).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,ed64ab23186ec474b7052b0561da4c7fdb1ece69401d004ce8d535ec7a45667e,sampled seed=20260311
Datacluster Cracked Screen (152).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,0646695d5ac9aaed9a930e387d769139d6b831df18809fca33c4c8d944a0ae76,sampled seed=20260311
Datacluster Cracked Screen (163).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,47990aad8859fb104e9a11d6209d7be38b4a96b903fad9500e6f8871654ec74a,sampled seed=20260311
Datacluster Cracked Screen (166).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,d7275c04dd3f62377a49d28ed3bb8de086354fc6a9957bb4466ed1c48a387ac7,sampled seed=20260311
Datacluster Cracked Screen (185).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,185fcf80ec26b111cd5de5e336b8ec66d5da53bf065e2c4056921160bc83a74b,sampled seed=20260311
Datacluster Cracked Screen (191).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,7c38862543297bf16b1a032c7792a9a0fdb3968c32c6593090925e83c1458844,sampled seed=20260311
Datacluster Cracked Screen (201).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,33410fb0f4ba58a9ad695a53e02dcc9cd4bd2dac1b900379cdbe8d0c73d2d481,sampled seed=20260311
Datacluster Cracked Screen (221).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,61ea964d204a8ebae7dac788e843afd2b9549e64476e6681a7b6dd55be9efc56,sampled seed=20260311
Datacluster Cracked Screen (238).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,70ef1e03cd8010bb2f867e380e0d7114404e7560bf4e7b9c6ac7919d8417f650,sampled seed=20260311
Datacluster Cracked Screen (25).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,18d16d413808ed3becba6862124db24e610de2678676802199cc946515143fc4,sampled seed=20260311
Datacluster Cracked Screen (253).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,7e54d70c49b7660291ccaeb791d853313e2bd79b249eaaa8b9ce0adbc45fb38a,sampled seed=20260311
Datacluster Cracked Screen (254).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,2c18cca6b861b4f5a3c969dc1da20ecd53810f391ff537b9992fb8b48ead6ac8,sampled seed=20260311
Datacluster Cracked Screen (276).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,d4b13aea857f4dec763d7f024f8bc210f1c3734bdd960d7b4ea7c15ae4c4d1fb,sampled seed=20260311
Datacluster Cracked Screen (281).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,e840b15a231a3dc0bd4246ac98ff9163d010b8b76f2bbcdb4da388dc9d8854f9,sampled seed=20260311
Datacluster Cracked Screen (287).jpg,phone_screen,https://www.kaggle.com/datasets/dataclusterlabs/cracked-screen-dataset,CC0 as declared by the uploader on Kaggle; DataCluster Labs is a commercial data vendor and the declaration is not independently verified,45837145371f273a8459d06077358aaebc4ee1e3c615e5b74f622c159971b878,sampled seed=20260311
